产线编号,批次号,产品名称,单据装箱数,单据扫码数,箱码成功数,箱码失败数,瓶码扫描数,分箱数,漏读箱码数,瓶码识读率,箱码识读率,生产状态
02,1704143,精品纯生,1177,15337,1177,103,15337,1280,0,99.7721354166667%,91.953125%,生产中
02,1704143,精品纯生,1201,15649,1202,105,15649,1306,0,99.7766717713119%,91.9601837672282%,生产中
02,1704143,精品纯生,1211,15772,1211,106,15772,1317,0,99.7785370792205%,91.9514047076689%,生产中
02,1704143,精品纯生,1230,16009,1230,107,16009,1337,0,99.78184991274%,91.9970082273747%,生产中
02,1704143,精品纯生,1252,16282,1252,107,16282,1359,0,99.785381407898%,92.1265636497425%,生产中
02,1704143,精品纯生,1266,16441,1266,107,16441,1373,0,99.7875697984948%,92.2068463219228%,生产中
02,1704143,精品纯生,1281,16633,1281,108,16633,1389,0,99.7900167986561%,92.2246220302376%,生产中
02,1704143,精品纯生,1309,16969,1309,108,16969,1417,0,99.7941660785698%,92.378263937897%,生产中
02,1704143,精品纯生,1334,17269,1334,108,17269,1442,0,99.7977346278317%,92.5104022191401%,生产中
02,1704143,精品纯生,1361,17605,1361,109,17605,1470,0,99.8015873015873%,92.5850340136054%,生产中
02,1704143,精品纯生,1385,17905,1385,110,17905,1495,0,99.8049052396878%,92.6421404682274%,生产中
02,1704143,精品纯生,1408,18192,1408,111,18192,1519,0,99.8025016458196%,92.6925608953259%,生产中
02,1704143,精品纯生,1432,18480,1432,111,18480,1543,0,99.8055735580039%,92.8062216461439%,生产中
02,1704143,精品纯生,1455,18768,1455,112,18768,1567,0,99.8085513720485%,92.8525845564774%,生产中
02,1704143,精品纯生,1474,19020,1474,114,19020,1588,0,99.8110831234257%,92.8211586901763%,生产中
02,1704143,精品纯生,1495,19284,1495,115,19284,1610,0,99.8136645962733%,92.8571428571429%,生产中
02,1704143,精品纯生,1519,19572,1519,115,19572,1634,0,99.8164014687883%,92.9620563035496%,生产中
02,1704143,精品纯生,1542,19848,1542,115,19848,1657,0,99.818949909475%,93.0597465298733%,生产中
02,1704143,精品纯生,1564,20112,1564,115,20112,1679,0,99.8213222156045%,93.1506849315068%,生产中
02,1704143,精品纯生,1585,20379,1585,116,20379,1701,0,99.8236331569665%,93.180482069371%,生产中
02,1704143,精品纯生,1593,20484,1593,117,20484,1710,0,99.8245614035088%,93.1578947368421%,生产中
02,1704143,精品纯生,1593,20484,1593,117,20484,1710,0,99.8245614035088%,93.1578947368421%,生产中
02,1704143,精品纯生,1612,20721,1612,117,20721,1729,0,99.8264893001735%,93.2330827067669%,生产中
02,1704143,精品纯生,1634,20987,1634,117,20987,1751,0,99.8239101465829%,93.3181039406054%,生产中
02,1704143,精品纯生,1658,21274,1658,117,21274,1775,0,99.8215962441315%,93.4084507042254%,生产中
02,1704143,精品纯生,1681,21550,1681,117,21550,1798,0,99.823878383389%,93.4927697441602%,生产中
02,1704143,精品纯生,1704,21837,1705,118,21837,1822,0,99.8216245883644%,93.5236004390779%,生产中
02,1704143,精品纯生,1726,22089,1726,118,22089,1844,0,99.8237527114967%,93.6008676789588%,生产中
02,1704143,精品纯生,1747,22364,1747,120,22364,1867,0,99.8214604534904%,93.5725763256561%,生产中
02,1704143,精品纯生,1769,22652,1769,122,22652,1891,0,99.8237264234091%,93.5483870967742%,生产中
02,1704143,精品纯生,1791,22940,1791,124,22940,1915,0,99.8259355961706%,93.5248041775457%,生产中
02,1704143,精品纯生,1812,23191,1812,124,23191,1936,0,99.8235192837466%,93.5950413223141%,生产中
02,1704143,精品纯生,1831,23418,1831,124,23418,1955,0,99.8209718670077%,93.6572890025575%,生产中
02,1704143,精品纯生,1835,23478,1835,124,23478,1959,0,99.8213374170495%,93.6702399183257%,生产中
02,1704143,精品纯生,1851,23658,1851,124,23658,1975,0,99.8227848101266%,93.7215189873418%,生产中
02,1704143,精品纯生,1872,23946,1872,127,23946,1999,0,99.8249124562281%,93.6468234117059%,生产中
02,1704143,精品纯生,1891,24197,1891,129,24197,2020,0,99.8226072607261%,93.6138613861386%,生产中
02,1704143,精品纯生,1914,24485,1914,130,24485,2044,0,99.8246901500326%,93.6399217221135%,生产中
02,1704143,精品纯生,1934,24763,1934,133,24763,2067,0,99.8266408643767%,93.5655539429124%,生产中
02,1704143,精品纯生,1958,25051,1958,133,25051,2091,0,99.8246453052766%,93.6394069823051%,生产中
02,1704143,精品纯生,1976,25275,1976,134,25275,2110,0,99.8222748815166%,93.6492890995261%,生产中
02,1704143,精品纯生,1996,25563,1996,138,25563,2134,0,99.8242736644798%,93.5332708528585%,生产中
02,1704143,精品纯生,2000,25611,2000,138,25611,2138,0,99.8246024321796%,93.5453695042095%,生产中
02,1704143,精品纯生,2008,25707,2008,138,25707,2146,0,99.8252562907735%,93.569431500466%,生产中
02,1704143,精品纯生,2032,25994,2032,138,25994,2170,0,99.8233486943164%,93.6405529953917%,生产中
02,1704143,精品纯生,2056,26282,2056,138,26282,2194,0,99.8252810695837%,93.7101185050137%,生产中
02,1704143,精品纯生,2077,26534,2077,138,26534,2215,0,99.8269375470278%,93.7697516930023%,生产中
02,1704143,精品纯生,2097,26798,2097,140,26798,2237,0,99.8286395470124%,93.7416182387126%,生产中
02,1704143,精品纯生,2113,27050,2113,144,27050,2257,0,99.8301580268793%,93.6198493575543%,生产中
02,1704143,精品纯生,2131,27338,2131,150,27338,2281,0,99.8319450533392%,93.4239368697939%,生产中
02,1704143,精品纯生,2145,27506,2145,150,27506,2295,0,99.8329702251271%,93.4640522875817%,生产中
02,1704143,精品纯生,2167,27782,2168,151,27782,2318,0,99.8346275524878%,93.4857635893011%,生产中
02,1704143,精品纯生,2191,28070,2191,152,28070,2343,0,99.8363920899132%,93.5125906956893%,生产中
02,1704143,精品纯生,2210,28358,2210,157,28358,2367,0,99.8380509787354%,93.3671313899451%,生产中
02,1704143,精品纯生,2231,28610,2231,157,28610,2388,0,99.8394751535455%,93.4254606365159%,生产中
02,1704143,精品纯生,2250,28886,2250,161,28886,2411,0,99.8410064979953%,93.3222729158026%,生产中
02,1704143,精品纯生,2269,29174,2269,166,29174,2435,0,99.8425735797399%,93.1827515400411%,生产中
02,1704143,精品纯生,2285,29462,2285,174,29462,2459,0,99.8441100718449%,92.9239528263522%,生产中
02,1704143,精品纯生,2302,29714,2302,178,29714,2480,0,99.8454301075269%,92.8225806451613%,生产中
02,1704143,精品纯生,2321,29983,2321,181,29983,2502,0,99.8467892352785%,92.7657873701039%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
02,1704143,精品纯生,2327,30050,2327,181,30050,2508,0,99.8471557682084%,92.7830940988836%,生产中
