产线编号,批次号,产品名称,单据装箱数,单据扫码数,箱码成功数,箱码失败数,瓶码扫描数,分箱数,漏读箱码数,瓶码识读率,箱码识读率,生产状态
02,1704132,普通纯生600瓶,16028,191230,555,26,6960,581,0,99.8278829604131%,95.5249569707401%,生产中
02,1704132,普通纯生600瓶,16028,191230,555,26,6960,581,0,99.8278829604131%,95.5249569707401%,生产中
02,1704132,普通纯生600瓶,16028,191230,555,26,6960,581,0,99.8278829604131%,95.5249569707401%,生产中
02,1704132,普通纯生600瓶,16038,191350,565,26,7080,591,0,99.8307952622673%,95.6006768189509%,生产中
02,1704132,普通纯生600瓶,16049,191492,576,26,7222,602,0,99.8062015503876%,95.6810631229236%,生产中
02,1704132,普通纯生600瓶,16078,191837,605,26,7567,631,0,99.7754886423666%,95.8795562599049%,生产中
02,1704132,普通纯生600瓶,16104,192149,632,26,7879,657,0,99.7843734145104%,96.0426179604262%,生产中
02,1704132,普通纯生600瓶,16109,192209,636,26,7939,662,0,99.7860020140987%,96.0725075528701%,生产中
02,1704132,普通纯生600瓶,16109,192209,636,26,7939,662,0,99.7860020140987%,96.0725075528701%,生产中
02,1704132,普通纯生600瓶,16119,192329,646,26,8059,672,0,99.7891865079365%,96.1309523809524%,生产中
02,1704132,普通纯生600瓶,16132,192485,659,27,8215,686,0,99.7934888241011%,96.064139941691%,生产中
02,1704132,普通纯生600瓶,16151,192747,678,30,8477,708,0,99.7763653483993%,95.7627118644068%,生产中
02,1704132,普通纯生600瓶,16156,192817,683,30,8547,713,0,99.7545582047686%,95.7924263674614%,生产中
02,1704132,普通纯生600瓶,16178,193098,705,32,8828,737,0,99.7512437810945%,95.6580732700136%,生产中
02,1704132,普通纯生600瓶,16201,193436,728,37,9166,765,0,99.7494553376906%,95.1633986928104%,生产中
02,1704132,普通纯生600瓶,16228,193795,755,40,9525,795,0,99.748427672956%,94.9685534591195%,生产中
02,1704132,普通纯生600瓶,16248,194109,775,46,9839,821,0,99.7462444173772%,94.3970767356882%,生产中
02,1704132,普通纯生600瓶,16271,194445,799,51,10175,849,0,99.7546132705143%,93.9929328621908%,生产中
02,1704132,普通纯生600瓶,16299,194804,826,54,10534,880,0,99.7537878787879%,93.8636363636364%,生产中
02,1704132,普通纯生600瓶,16316,195114,843,63,10844,906,0,99.7424576894776%,93.046357615894%,生产中
02,1704132,普通纯生600瓶,16337,195437,864,69,11167,933,0,99.7409789210432%,92.604501607717%,生产中
02,1704132,普通纯生600瓶,16362,195797,889,74,11527,963,0,99.7490481135341%,92.3156801661474%,生产中
02,1704132,普通纯生600瓶,16380,196109,907,82,11839,989,0,99.7556454330974%,91.7087967644085%,生产中
02,1704132,普通纯生600瓶,16401,196420,928,86,12150,1014,0,99.7534516765286%,91.5187376725838%,生产中
02,1704132,普通纯生600瓶,16422,196658,949,86,12388,1035,0,99.7423510466989%,91.6908212560386%,生产中
02,1704132,普通纯生600瓶,16445,196934,972,86,12664,1058,0,99.7479521109011%,91.8714555765595%,生产中
02,1704132,普通纯生600瓶,16445,196934,972,86,12664,1058,0,99.7479521109011%,91.8714555765595%,生产中
02,1704132,普通纯生600瓶,16445,196934,972,86,12664,1058,0,99.7479521109011%,91.8714555765595%,生产中
02,1704132,普通纯生600瓶,16445,196934,972,86,12664,1058,0,99.7479521109011%,91.8714555765595%,生产中
02,1704132,普通纯生600瓶,16445,196934,972,86,12664,1058,0,99.7479521109011%,91.8714555765595%,生产中
02,1704132,普通纯生600瓶,16456,197081,983,87,12811,1070,0,99.7507788161994%,91.8691588785047%,生产中
02,1704132,普通纯生600瓶,16479,197412,1006,92,13142,1098,0,99.7419550698239%,91.6211293260474%,生产中
02,1704132,普通纯生600瓶,16506,197767,1033,94,13497,1127,0,99.7338065661047%,91.659272404614%,生产中
02,1704132,普通纯生600瓶,16532,198128,1059,98,13858,1157,0,99.7335061941804%,91.5298184961106%,生产中
02,1704132,普通纯生600瓶,16555,198452,1082,102,14182,1184,0,99.732545045045%,91.3851351351351%,生产中
02,1704132,普通纯生600瓶,16582,198785,1110,103,14515,1212,0,99.718096809681%,91.5016501650165%,生产中
02,1704132,普通纯生600瓶,16613,199143,1140,103,14873,1243,0,99.7117189595066%,91.7135961383749%,生产中
02,1704132,普通纯生600瓶,16639,199455,1166,103,15185,1269,0,99.7176254268453%,91.8833727344366%,生产中
02,1704132,普通纯生600瓶,16667,199790,1194,103,15520,1297,0,99.7172963248522%,92.0585967617579%,生产中
02,1704132,普通纯生600瓶,16689,200052,1216,103,15782,1319,0,99.7093757897397%,92.1910538286581%,生产中
02,1704132,普通纯生600瓶,16697,200148,1224,103,15878,1327,0,99.7111278573223%,92.2381311228335%,生产中
02,1704132,普通纯生600瓶,16697,200148,1224,103,15878,1327,0,99.7111278573223%,92.2381311228335%,生产中
02,1704132,普通纯生600瓶,16697,200148,1224,103,15878,1327,0,99.7111278573223%,92.2381311228335%,生产中
02,1704132,普通纯生600瓶,16723,200460,1250,103,16190,1353,0,99.7166789849717%,92.3872875092387%,生产中
02,1704132,普通纯生600瓶,16751,200795,1278,103,16525,1381,0,99.7163890900314%,92.5416364952933%,生产中
02,1704132,普通纯生600瓶,16765,200962,1292,103,16692,1395,0,99.7132616487455%,92.6164874551971%,生产中
02,1704132,普通纯生600瓶,16765,200962,1292,103,16692,1395,0,99.7132616487455%,92.6164874551971%,生产中
02,1704132,普通纯生600瓶,16765,200962,1292,103,16692,1395,0,99.7132616487455%,92.6164874551971%,生产中
02,1704132,普通纯生600瓶,16765,200962,1292,103,16692,1395,0,99.7132616487455%,92.6164874551971%,生产中
02,1704132,普通纯生600瓶,16765,200962,1292,103,16692,1395,0,99.7132616487455%,92.6164874551971%,生产中
02,1704132,普通纯生600瓶,16765,200962,1292,103,16692,1395,0,99.7132616487455%,92.6164874551971%,生产中
02,1704132,普通纯生600瓶,16765,200962,1292,103,16692,1395,0,99.7132616487455%,92.6164874551971%,生产中
02,1704132,普通纯生600瓶,16765,200962,1292,103,16692,1395,0,99.7132616487455%,92.6164874551971%,生产中
02,1704132,普通纯生600瓶,16765,200962,1292,103,16692,1395,0,99.7132616487455%,92.6164874551971%,生产中
02,1704132,普通纯生600瓶,16765,200962,1292,103,16692,1395,0,99.7132616487455%,92.6164874551971%,生产中
02,1704132,普通纯生600瓶,16765,200962,1292,103,16692,1395,0,99.7132616487455%,92.6164874551971%,生产中
02,1704132,普通纯生600瓶,16785,201201,1312,103,16931,1415,0,99.7114252061249%,92.7208480565371%,生产中
02,1704132,普通纯生600瓶,16812,201525,1339,103,17255,1442,0,99.7168284789644%,92.8571428571429%,生产中
02,1704132,普通纯生600瓶,16813,201537,1340,103,17267,1443,0,99.7170247170247%,92.8620928620929%,生产中
02,1704132,普通纯生600瓶,16836,201812,1363,103,17542,1466,0,99.7157798999545%,92.9740791268759%,生产中
02,1704132,普通纯生600瓶,16866,202172,1393,103,17902,1496,0,99.7214795008913%,93.1149732620321%,生产中
02,1704132,普通纯生600瓶,16892,202484,1419,103,18214,1522,0,99.7262374069207%,93.2325886990802%,生产中
02,1704132,普通纯生600瓶,16920,202820,1447,103,18550,1550,0,99.7311827956989%,93.3548387096774%,生产中
02,1704132,普通纯生600瓶,16950,203180,1477,103,18910,1580,0,99.7362869198312%,93.4810126582278%,生产中
02,1704132,普通纯生600瓶,16980,203539,1507,103,19269,1610,0,99.7360248447205%,93.6024844720497%,生产中
02,1704132,普通纯生600瓶,17006,203851,1533,103,19581,1636,0,99.7351263243684%,93.7041564792176%,生产中
02,1704132,普通纯生600瓶,17033,204176,1560,103,19906,1663,0,99.7344157145721%,93.8063740228503%,生产中
02,1704132,普通纯生600瓶,17063,204535,1590,103,20265,1693,0,99.7194329592439%,93.9161252215003%,生产中
02,1704132,普通纯生600瓶,17089,204847,1616,103,20577,1719,0,99.7139809967035%,94.0081442699244%,生产中
02,1704132,普通纯生600瓶,17112,205114,1639,103,20844,1742,0,99.7129735935706%,94.0872560275545%,生产中
02,1704132,普通纯生600瓶,17112,205114,1639,103,20844,1742,0,99.7129735935706%,94.0872560275545%,生产中
02,1704132,普通纯生600瓶,17112,205114,1639,103,20844,1742,0,99.7129735935706%,94.0872560275545%,生产中
02,1704132,普通纯生600瓶,17119,205197,1646,103,20927,1749,0,99.7093577282257%,94.1109205260149%,生产中
02,1704132,普通纯生600瓶,17148,205542,1675,103,21272,1778,0,99.7000374953131%,94.206974128234%,生产中
02,1704132,普通纯生600瓶,17165,205746,1692,103,21476,1795,0,99.702878365831%,94.2618384401114%,生产中
02,1704132,普通纯生600瓶,17165,205746,1692,103,21476,1795,0,99.702878365831%,94.2618384401114%,生产中
02,1704132,普通纯生600瓶,17165,205746,1692,103,21476,1795,0,99.702878365831%,94.2618384401114%,生产中
02,1704132,普通纯生600瓶,17165,205746,1692,103,21476,1795,0,99.702878365831%,94.2618384401114%,生产中
02,1704132,普通纯生600瓶,17167,205782,1694,103,21512,1797,0,99.7032090521239%,94.268224819143%,生产中
02,1704132,普通纯生600瓶,17178,205908,1705,103,21638,1808,0,99.7050147492625%,94.3030973451327%,生产中
02,1704132,普通纯生600瓶,17185,205984,1712,103,21714,1815,0,99.6969696969697%,94.3250688705234%,生产中
02,1704132,普通纯生600瓶,17185,205984,1712,103,21714,1815,0,99.6969696969697%,94.3250688705234%,生产中
02,1704132,普通纯生600瓶,17185,205984,1712,103,21714,1815,0,99.6969696969697%,94.3250688705234%,生产中
02,1704132,普通纯生600瓶,17185,205984,1712,103,21714,1815,0,99.6969696969697%,94.3250688705234%,生产中
02,1704132,普通纯生600瓶,17185,205984,1712,103,21714,1815,0,99.6969696969697%,94.3250688705234%,生产中
02,1704132,普通纯生600瓶,17185,205984,1712,103,21714,1815,0,99.6969696969697%,94.3250688705234%,生产中
02,1704132,普通纯生600瓶,17185,205984,1712,103,21714,1815,0,99.6969696969697%,94.3250688705234%,生产中
02,1704132,普通纯生600瓶,17185,205984,1712,103,21714,1815,0,99.6969696969697%,94.3250688705234%,生产中
02,1704132,普通纯生600瓶,17185,205984,1712,103,21714,1815,0,99.6969696969697%,94.3250688705234%,生产中
02,1704132,普通纯生600瓶,17187,206008,1714,103,21738,1817,0,99.6973032471106%,94.3313153549807%,生产中
02,1704132,普通纯生600瓶,17200,206176,1727,103,21906,1830,0,99.6994535519126%,94.3715846994536%,生产中
02,1704132,普通纯生600瓶,17209,206272,1736,103,22002,1839,0,99.7009244154432%,94.3991299619358%,生产中
02,1704132,普通纯生600瓶,17233,206610,1760,107,22340,1867,0,99.7009462595965%,94.2688805570434%,生产中
02,1704132,普通纯生600瓶,17261,206973,1788,109,22703,1897,0,99.7056756281848%,94.2540853979968%,生产中
02,1704132,普通纯生600瓶,17283,207312,1810,115,23042,1925,0,99.7099567099567%,94.025974025974%,生产中
02,1704132,普通纯生600瓶,17305,207672,1832,123,23402,1955,0,99.7058823529412%,93.7084398976982%,生产中
02,1704132,普通纯生600瓶,17326,207983,1853,128,23713,1981,0,99.7013292949689%,93.5386168601716%,生产中
02,1704132,普通纯生600瓶,17350,208317,1878,132,24047,2009,0,99.6971959515514%,93.4295669487307%,生产中
02,1704132,普通纯生600瓶,17370,208616,1897,138,24346,2035,0,99.6969696969697%,93.2186732186732%,生产中
02,1704132,普通纯生600瓶,17392,208903,1919,140,24633,2059,0,99.6964545896066%,93.200582807188%,生产中
02,1704132,普通纯生600瓶,17417,209246,1944,144,24976,2088,0,99.6807151979566%,93.1034482758621%,生产中
02,1704132,普通纯生600瓶,17443,209596,1970,147,25326,2117,0,99.6811525743977%,93.0562116202173%,生产中
02,1704132,普通纯生600瓶,17469,209955,1996,151,25685,2147,0,99.6778450551157%,92.9669306008384%,生产中
02,1704132,普通纯生600瓶,17492,210268,2019,154,25998,2173,0,99.6778647031753%,92.9130234698573%,生产中
02,1704132,普通纯生600瓶,17518,210607,2045,156,26337,2201,0,99.6819627442072%,92.9123125851885%,生产中
02,1704132,普通纯生600瓶,17548,210969,2075,156,26699,2231,0,99.6862393545495%,93.0076199013895%,生产中
02,1704132,普通纯生600瓶,17549,210981,2076,156,26711,2232,0,99.6826463560335%,93.010752688172%,生产中
02,1704132,普通纯生600瓶,17550,210993,2077,156,26723,2233,0,99.6827884758919%,93.0138826690551%,生产中
02,1704132,普通纯生600瓶,17555,211041,2082,156,26771,2238,0,99.6834971700924%,93.029490616622%,生产中
02,1704132,普通纯生600瓶,17558,211077,2085,156,26807,2241,0,99.6839208686598%,93.0388219544846%,生产中
02,1704132,普通纯生600瓶,17588,211435,2115,156,27165,2271,0,99.6807573756055%,93.1307793923382%,生产中
02,1704132,普通纯生600瓶,17616,211767,2143,156,27497,2299,0,99.6701464404814%,93.214441061331%,生产中
02,1704132,普通纯生600瓶,17645,212124,2172,157,27854,2329,0,99.6636610848719%,93.2589094031773%,生产中
02,1704132,普通纯生600瓶,17663,212340,2190,157,28070,2347,0,99.6662405908252%,93.3106092884534%,生产中
02,1704132,普通纯生600瓶,17663,212340,2190,157,28070,2347,0,99.6662405908252%,93.3106092884534%,生产中
02,1704132,普通纯生600瓶,17666,212382,2193,157,28112,2350,0,99.6666666666667%,93.3191489361702%,生产中
02,1704132,普通纯生600瓶,17694,212720,2221,157,28450,2378,0,99.6670871881133%,93.3978132884777%,生产中
02,1704132,普通纯生600瓶,17724,213078,2251,157,28808,2408,0,99.6643133997785%,93.4800664451827%,生产中
02,1704132,普通纯生600瓶,17748,213381,2276,158,29111,2433,0,99.6677627072202%,93.5059597205097%,生产中
02,1704132,普通纯生600瓶,17763,213549,2290,158,29279,2448,0,99.6697984749455%,93.5457516339869%,生产中
02,1704132,普通纯生600瓶,17763,213549,2290,158,29279,2448,0,99.6697984749455%,93.5457516339869%,生产中
02,1704132,普通纯生600瓶,17763,213549,2290,158,29279,2448,0,99.6697984749455%,93.5457516339869%,生产中
02,1704132,普通纯生600瓶,17766,213585,2293,158,29315,2451,0,99.6702026383789%,93.5536515707874%,生产中
02,1704132,普通纯生600瓶,17796,213944,2323,158,29674,2481,0,99.670831653903%,93.6316001612253%,生产中
02,1704132,普通纯生600瓶,17824,214277,2351,158,30007,2509,0,99.6645409857845%,93.7026703866082%,生产中
02,1704132,普通纯生600瓶,17854,214636,2381,158,30366,2539,0,99.6652225285545%,93.7770775896022%,生产中
02,1704132,普通纯生600瓶,17863,214744,2390,158,30474,2548,0,99.6664050235479%,93.7990580847724%,生产中
02,1704132,普通纯生600瓶,17863,214744,2390,158,30474,2548,0,99.6664050235479%,93.7990580847724%,生产中
02,1704132,普通纯生600瓶,17863,214744,2390,158,30474,2548,0,99.6664050235479%,93.7990580847724%,生产中
02,1704132,普通纯生600瓶,17867,214801,2394,158,30531,2552,0,99.6669278996865%,93.8087774294671%,生产中
02,1704132,普通纯生600瓶,17897,215160,2424,158,30890,2582,0,99.6675703588949%,93.8807126258714%,生产中
02,1704132,普通纯生600瓶,17925,215497,2452,158,31227,2610,0,99.6647509578544%,93.9463601532567%,生产中
02,1704132,普通纯生600瓶,17937,215632,2464,158,31362,2622,0,99.6567505720824%,93.9740655987796%,生产中
02,1704132,普通纯生600瓶,17965,215969,2492,158,31699,2650,0,99.6540880503145%,94.0377358490566%,生产中
02,1704132,普通纯生600瓶,17995,216332,2522,158,32062,2680,0,99.657960199005%,94.1044776119403%,生产中
02,1704132,普通纯生600瓶,18021,216643,2548,158,32373,2706,0,99.6612466124661%,94.1611234294161%,生产中
02,1704132,普通纯生600瓶,18049,216978,2577,158,32708,2734,0,99.6586198488174%,94.2209217264082%,生产中
02,1704132,普通纯生600瓶,18070,217217,2597,158,32947,2755,0,99.6581972171809%,94.2649727767695%,生产中
02,1704132,普通纯生600瓶,18070,217217,2597,158,32947,2755,0,99.6581972171809%,94.2649727767695%,生产中
02,1704132,普通纯生600瓶,18070,217217,2597,158,32947,2755,0,99.6581972171809%,94.2649727767695%,生产中
02,1704132,普通纯生600瓶,18091,217468,2618,158,33198,2776,0,99.6577809798271%,94.3083573487032%,生产中
02,1704132,普通纯生600瓶,18121,217826,2648,158,33556,2806,0,99.6555001187931%,94.3692088382038%,生产中
02,1704132,普通纯生600瓶,18149,218161,2676,158,33891,2834,0,99.6559633027523%,94.424841213832%,生产中
02,1704132,普通纯生600瓶,18176,218520,2703,161,34250,2864,0,99.6566573556797%,94.3784916201117%,生产中
02,1704132,普通纯生600瓶,18199,218830,2726,164,34560,2890,0,99.6539792387543%,94.3252595155709%,生产中
02,1704132,普通纯生600瓶,18223,219164,2750,168,34894,2918,0,99.6515878455563%,94.2426319396847%,生产中
02,1704132,普通纯生600瓶,18228,219236,2755,169,34966,2924,0,99.6523027815777%,94.2202462380301%,生产中
02,1704132,普通纯生600瓶,18254,219572,2781,171,35302,2952,0,99.6527777777778%,94.2073170731707%,生产中
02,1704132,普通纯生600瓶,18274,219858,2801,175,35588,2975,0,99.6526610644258%,94.1512605042017%,生产中
02,1704132,普通纯生600瓶,18300,220181,2827,176,35911,3003,0,99.6531246531247%,94.1391941391941%,生产中
02,1704132,普通纯生600瓶,18302,220217,2829,176,35947,3005,0,99.6533555185801%,94.1430948419301%,生产中
02,1704132,普通纯生600瓶,18321,220444,2848,177,36174,3025,0,99.6528925619835%,94.1487603305785%,生产中
02,1704132,普通纯生600瓶,18347,220754,2874,177,36484,3051,0,99.6503878509778%,94.1986234021632%,生产中
02,1704132,普通纯生600瓶,18372,221101,2899,181,36831,3080,0,99.650974025974%,94.1233766233766%,生产中
02,1704132,普通纯生600瓶,18400,221448,2927,182,37178,3109,0,99.6515492655731%,94.1460276616275%,生产中
02,1704132,普通纯生600瓶,18403,221484,2930,182,37214,3112,0,99.6518851756641%,94.1516709511568%,生产中
02,1704132,普通纯生600瓶,18412,221616,2939,183,37346,3122,0,99.6530002135383%,94.1383728379244%,生产中
02,1704132,普通纯生600瓶,18418,221676,2945,183,37406,3128,0,99.6536658141518%,94.1496163682864%,生产中
02,1704132,普通纯生600瓶,18437,221964,2964,188,37694,3152,0,99.6563028764805%,94.0355329949239%,生产中
02,1704132,普通纯生600瓶,18461,222281,2988,190,38011,3178,0,99.6486259702119%,94.0213971050975%,生产中
02,1704132,普通纯生600瓶,18488,222618,3015,192,38348,3207,0,99.646606381873%,94.0130963517306%,生产中
02,1704132,普通纯生600瓶,18510,222894,3037,193,38624,3230,0,99.6491228070175%,94.0247678018576%,生产中
02,1704132,普通纯生600瓶,18521,223062,3048,195,38792,3243,0,99.6505293452564%,93.9870490286771%,生产中
02,1704132,普通纯生600瓶,18521,223062,3048,195,38792,3243,0,99.6505293452564%,93.9870490286771%,生产中
02,1704132,普通纯生600瓶,18521,223062,3048,195,38792,3243,0,99.6505293452564%,93.9870490286771%,生产中
02,1704132,普通纯生600瓶,18521,223062,3048,195,38792,3243,0,99.6505293452564%,93.9870490286771%,生产中
02,1704132,普通纯生600瓶,18524,223086,3051,195,38816,3246,0,99.6508523310741%,93.992606284658%,生产中
02,1704132,普通纯生600瓶,18544,223361,3071,198,39091,3269,0,99.6507596614663%,93.9431018660141%,生产中
02,1704132,普通纯生600瓶,18565,223647,3092,201,39377,3293,0,99.6482437493674%,93.8961433343456%,生产中
02,1704132,普通纯生600瓶,18586,223910,3113,202,39640,3315,0,99.6480643539467%,93.9064856711915%,生产中
02,1704132,普通纯生600瓶,18608,224180,3135,202,39910,3337,0,99.6503845769654%,93.946658675457%,生产中
02,1704132,普通纯生600瓶,18634,224493,3161,202,40223,3363,0,99.6481316285063%,93.9934582218257%,生产中
02,1704132,普通纯生600瓶,18654,224727,3181,202,40457,3383,0,99.6502118435314%,94.0289683712681%,生产中
02,1704132,普通纯生600瓶,18660,224808,3187,202,40538,3389,0,99.6508311202911%,94.0395396872234%,生产中
02,1704132,普通纯生600瓶,18684,225089,3211,202,40819,3413,0,99.6508448090634%,94.0814532669206%,生产中
02,1704132,普通纯生600瓶,18709,225400,3236,203,41130,3439,0,99.6510613550451%,94.0971212561791%,生产中
02,1704132,普通纯生600瓶,18730,225682,3257,205,41412,3462,0,99.6533795493934%,94.0785673021375%,生产中
02,1704132,普通纯生600瓶,18730,225682,3257,205,41412,3462,0,99.6533795493934%,94.0785673021375%,生产中
02,1704132,普通纯生600瓶,18735,225741,3262,205,41471,3467,0,99.6538794346697%,94.0871070089414%,生产中
02,1704132,普通纯生600瓶,18753,225957,3280,206,41687,3486,0,99.6533754063874%,94.0906483075158%,生产中
02,1704132,普通纯生600瓶,18776,226245,3303,206,41975,3509,0,99.6556473829201%,94.1293815901966%,生产中
02,1704132,普通纯生600瓶,18803,226556,3330,206,42286,3536,0,99.6559200603318%,94.1742081447964%,生产中
02,1704132,普通纯生600瓶,18830,226890,3357,207,42620,3564,0,99.6539468761691%,94.1919191919192%,生产中
02,1704132,普通纯生600瓶,18852,227190,3379,210,42920,3589,0,99.6563573883162%,94.148787963221%,生产中
02,1704132,普通纯生600瓶,18878,227524,3405,212,43254,3617,0,99.6544097318219%,94.1387890517003%,生产中
02,1704132,普通纯生600瓶,18896,227788,3423,215,43518,3638,0,99.6564046179219%,94.0901594282573%,生产中
02,1704132,普通纯生600瓶,18906,227908,3433,216,43638,3649,0,99.6574403946287%,94.0805700191833%,生产中
02,1704132,普通纯生600瓶,18930,228244,3457,220,43974,3677,0,99.6600489529508%,94.0168615719336%,生产中
02,1704132,普通纯生600瓶,18952,228543,3479,223,44273,3702,0,99.6600936430758%,93.9762290653701%,生产中
02,1704132,普通纯生600瓶,18960,228699,3487,227,44429,3714,0,99.6611918865554%,93.8879913839526%,生产中
02,1704132,普通纯生600瓶,18960,228699,3487,227,44429,3714,0,99.6611918865554%,93.8879913839526%,生产中
02,1704132,普通纯生600瓶,18961,228711,3488,228,44441,3716,0,99.6613742375314%,93.8643702906351%,生产中
02,1704132,普通纯生600瓶,18964,228759,3491,229,44489,3720,0,99.6617383512545%,93.8440860215054%,生产中
02,1704132,普通纯生600瓶,18964,228759,3491,229,44489,3720,0,99.6617383512545%,93.8440860215054%,生产中
02,1704132,普通纯生600瓶,18964,228759,3491,229,44489,3720,0,99.6617383512545%,93.8440860215054%,生产中
02,1704132,普通纯生600瓶,18964,228759,3491,229,44489,3720,0,99.6617383512545%,93.8440860215054%,生产中
02,1704132,普通纯生600瓶,18964,228759,3491,229,44489,3720,0,99.6617383512545%,93.8440860215054%,生产中
02,1704132,普通纯生600瓶,18964,228759,3491,229,44489,3720,0,99.6617383512545%,93.8440860215054%,生产中
02,1704132,普通纯生600瓶,18964,228759,3491,229,44489,3720,0,99.6617383512545%,93.8440860215054%,生产中
02,1704132,普通纯生600瓶,18964,228759,3491,229,44489,3720,0,99.6617383512545%,93.8440860215054%,生产中
02,1704132,普通纯生600瓶,18964,228759,3491,229,44489,3720,0,99.6617383512545%,93.8440860215054%,生产中
02,1704132,普通纯生600瓶,18982,229007,3509,232,44737,3741,0,99.6547269001158%,93.7984496124031%,生产中
02,1704132,普通纯生600瓶,19003,229270,3530,233,45000,3763,0,99.6545309593409%,93.8081318097263%,生产中
02,1704132,普通纯生600瓶,19025,229594,3552,238,45324,3790,0,99.6569920844327%,93.7203166226913%,生产中
02,1704132,普通纯生600瓶,19045,229905,3572,244,45635,3816,0,99.6571453529001%,93.6058700209644%,生产中
02,1704132,普通纯生600瓶,19062,230142,3589,247,45872,3836,0,99.6524157108099%,93.5610010427529%,生产中
02,1704132,普通纯生600瓶,19089,230466,3616,247,46196,3863,0,99.6548451117439%,93.6060056950557%,生产中
02,1704132,普通纯生600瓶,19115,230778,3642,247,46508,3889,0,99.6571526527813%,93.6487528927745%,生产中
02,1704132,普通纯生600瓶,19140,231078,3667,247,46808,3914,0,99.659342531085%,93.6893203883495%,生产中
